Customer ID,Name,Surname,FulllName,Gender,Age,Region,Job Classification,Date Joined,Balance
400000513,Amy,Wilkins,Amy Wilkins,Female,20,Northern Ireland,Other,15.May.15,"$4,672.75"
100000575,Michael,Davidson,Michael Davidson,Male,20,England,White Collar,19.May.15,"$3,115.49"
400000738,Natalie,Tucker,Natalie Tucker,Female,20,Northern Ireland,Other,29.May.15,"$25,398.03"
100001757,Cameron,Arnold,Cameron Arnold,Male,20,England,White Collar,24.Aug.15,"$98,261.13"
100002198,Molly,Fisher,Molly Fisher,Female,20,England,White Collar,23.Sep.15,"$51,904.56"
100002234,Heather,Hughes,Heather Hughes,Female,20,England,White Collar,24.Sep.15,"$17,321.01"
300002314,Hannah,Hill,Hannah Hill,Female,20,Wales,White Collar,26.Sep.15,"$32,823.60"
100002482,Yvonne,Poole,Yvonne Poole,Female,20,England,White Collar,06.Oct.15,"$74,880.21"
400002521,Penelope,Parsons,Penelope Parsons,Female,20,Northern Ireland,Other,08.Oct.15,"$9,707.95"
100002782,Nicholas,Buckland,Nicholas Buckland,Male,20,England,Other,25.Oct.15,"$64,855.42"
400003370,Jessica,Lyman,Jessica Lyman,Female,20,Northern Ireland,Other,26.Nov.15,"$82,598.94"
100003380,Victor,Cameron,Victor Cameron,Male,20,England,White Collar,27.Nov.15,"$11,434.59"
300003471,Wendy,Martin,Wendy Martin,Female,20,Wales,White Collar,30.Nov.15,"$68,569.21"
100003557,John,Mackenzie,John Mackenzie,Male,20,England,White Collar,05.Dec.15,"$52,109.92"
200003661,Keith,Reid,Keith Reid,Male,20,Scotland,Blue Collar,11.Dec.15,"$3,715.81"
100003893,Lisa,Terry,Lisa Terry,Female,20,England,White Collar,23.Dec.15,"$34,528.03"
100000001,Simon,Walsh,Simon Walsh,Male,21,England,White Collar,05.Jan.15,"$113,810.15"
100000214,Faith,McDonald,Faith McDonald,Female,21,England,Other,13.Apr.15,"$13,487.90"
100000291,Wanda,Quinn,Wanda Quinn,Female,21,England,White Collar,22.Apr.15,"$5,470.79"
100000323,Joanne,Fisher,Joanne Fisher,Female,21,England,White Collar,27.Apr.15,"$45,045.19"
400000441,Amy,Murray,Amy Murray,Female,21,Northern Ireland,Blue Collar,10.May.15,"$60,338.07"
400000830,Trevor,Mitchell,Trevor Mitchell,Male,21,Northern Ireland,White Collar,07.Jun.15,"$27,022.94"
100000969,Sophie,Parsons,Sophie Parsons,Female,21,England,White Collar,22.Jun.15,"$89,067.87"
100001004,Luke,Lewis,Luke Lewis,Male,21,England,White Collar,27.Jun.15,"$40,886.21"
100001319,Heather,Blake,Heather Blake,Female,21,England,Blue Collar,22.Jul.15,"$59,639.46"
400001393,Wanda,Peake,Wanda Peake,Female,21,Northern Ireland,Blue Collar,26.Jul.15,"$11,236.25"
300001590,Brian,Chapman,Brian Chapman,Male,21,Wales,White Collar,11.Aug.15,"$30,442.37"
300001651,Emma,Mitchell,Emma Mitchell,Female,21,Wales,White Collar,17.Aug.15,"$45,899.62"
100001931,Jasmine,Kerr,Jasmine Kerr,Female,21,England,White Collar,06.Sep.15,"$25,489.13"
400001939,Richard,Dowd,Richard Dowd,Male,21,Northern Ireland,White Collar,06.Sep.15,"$10,248.59"
400002047,Peter,Campbell,Peter Campbell,Male,21,Northern Ireland,Blue Collar,13.Sep.15,"$16,696.08"
100002137,Amy,Lawrence,Amy Lawrence,Female,21,England,Blue Collar,19.Sep.15,"$113,673.32"
400002401,Wanda,Peters,Wanda Peters,Female,21,Northern Ireland,Other,30.Sep.15,"$50,686.07"
100002561,Ruth,Peters,Ruth Peters,Female,21,England,White Collar,11.Oct.15,"$14,599.55"
100002799,Rachel,Baker,Rachel Baker,Female,21,England,Other,26.Oct.15,"$16,352.86"
300002854,Jonathan,Dickens,Jonathan Dickens,Male,21,Wales,White Collar,27.Oct.15,"$17,595.19"
100003278,Rachel,Lambert,Rachel Lambert,Female,21,England,White Collar,21.Nov.15,"$3,038.30"
100003332,Owen,Clark,Owen Clark,Male,21,England,White Collar,24.Nov.15,"$88,147.69"
400003443,Abigail,MacLeod,Abigail MacLeod,Female,21,Northern Ireland,Blue Collar,29.Nov.15,"$51,615.61"
100003485,Edward,Lawrence,Edward Lawrence,Male,21,England,White Collar,02.Dec.15,"$35,057.97"
100003629,Owen,Morrison,Owen Morrison,Male,21,England,White Collar,10.Dec.15,"$22,103.13"
100003880,Boris,Rees,Boris Rees,Male,21,England,White Collar,23.Dec.15,"$18,508.11"
100003966,Alison,Gill,Alison Gill,Female,21,England,Blue Collar,27.Dec.15,"$41,703.21"
400000044,Yvonne,Churchill,Yvonne Churchill,Female,22,Northern Ireland,Other,01.Feb.15,"$107,728.07"
100000337,Tracey,Langdon,Tracey Langdon,Female,22,England,White Collar,29.Apr.15,"$70,526.58"
400000625,Eric,Oliver,Eric Oliver,Male,22,Northern Ireland,White Collar,21.May.15,"$10,472.49"
400000676,Andrea,Nolan,Andrea Nolan,Female,22,Northern Ireland,Other,25.May.15,"$30,117.88"
200000751,Brian,Bond,Brian Bond,Male,22,Scotland,Blue Collar,30.May.15,$837.33
400000770,Bella,Vaughan,Bella Vaughan,Female,22,Northern Ireland,White Collar,31.May.15,"$58,585.68"
300000777,Jasmine,Lee,Jasmine Lee,Female,22,Wales,White Collar,01.Jun.15,"$47,414.52"
100000789,Brian,Thomson,Brian Thomson,Male,22,England,White Collar,03.Jun.15,"$3,932.55"
100000878,Felicity,Metcalfe,Felicity Metcalfe,Female,22,England,White Collar,15.Jun.15,"$31,498.96"
400000956,Amelia,Bower,Amelia Bower,Female,22,Northern Ireland,White Collar,20.Jun.15,"$22,515.19"
100001133,Anthony,Glover,Anthony Glover,Male,22,England,White Collar,09.Jul.15,"$14,282.81"
100001178,Michael,Ogden,Michael Ogden,Male,22,England,Blue Collar,12.Jul.15,"$24,599.85"
100001193,Zoe,Young,Zoe Young,Female,22,England,White Collar,13.Jul.15,"$28,189.39"
100001917,Piers,Fraser,Piers Fraser,Male,22,England,Blue Collar,05.Sep.15,"$36,867.33"
300002031,Piers,Piper,Piers Piper,Male,22,Wales,White Collar,12.Sep.15,"$96,018.25"
100002230,Mary,Hart,Mary Hart,Female,22,England,White Collar,24.Sep.15,"$32,946.72"
300002272,Boris,Graham,Boris Graham,Male,22,Wales,Blue Collar,24.Sep.15,"$14,748.59"
100002344,Stephanie,Gray,Stephanie Gray,Female,22,England,White Collar,28.Sep.15,"$84,123.93"
100002460,John,Clarkson,John Clarkson,Male,22,England,White Collar,04.Oct.15,$781.84
100002469,Frank,Powell,Frank Powell,Male,22,England,White Collar,05.Oct.15,"$66,480.85"
100002474,Chloe,Powell,Chloe Powell,Female,22,England,Blue Collar,06.Oct.15,"$2,301.90"
400002605,Jan,Murray,Jan Murray,Female,22,Northern Ireland,Other,13.Oct.15,"$18,299.03"
100002639,Lauren,Paige,Lauren Paige,Female,22,England,White Collar,16.Oct.15,"$73,415.97"
300002780,Carol,Dickens,Carol Dickens,Female,22,Wales,White Collar,24.Oct.15,"$63,942.65"
100002812,Deirdre,Lewis,Deirdre Lewis,Female,22,England,White Collar,26.Oct.15,"$16,369.66"
300003319,Gordon,Slater,Gordon Slater,Male,22,Wales,White Collar,23.Nov.15,"$25,219.70"
100003359,Amanda,MacLeod,Amanda MacLeod,Female,22,England,Blue Collar,26.Nov.15,"$87,500.90"
100003573,Lisa,Manning,Lisa Manning,Female,22,England,Blue Collar,06.Dec.15,"$37,906.50"
300003742,Neil,Marshall,Neil Marshall,Male,22,Wales,White Collar,15.Dec.15,"$40,668.90"
100003806,Sue,Rees,Sue Rees,Female,22,England,White Collar,19.Dec.15,"$15,613.06"
100003854,Wanda,Howard,Wanda Howard,Female,22,England,White Collar,21.Dec.15,"$80,667.65"
300000079,Ruth,Mathis,Ruth Mathis,Female,23,Wales,Blue Collar,15.Mar.15,"$7,370.52"
100000093,Dan,Peake,Dan Peake,Male,23,England,White Collar,16.Mar.15,"$14,699.05"
100000142,Sam,Russell,Sam Russell,Male,23,England,White Collar,03.Apr.15,"$10,249.56"
400000399,Amy,Miller,Amy Miller,Female,23,Northern Ireland,Other,06.May.15,"$20,060.10"
300000440,Sally,Mitchell,Sally Mitchell,Female,23,Wales,White Collar,10.May.15,"$32,658.92"
100000453,Kimberly,Clark,Kimberly Clark,Female,23,England,White Collar,12.May.15,"$17,253.97"
400000472,Gabrielle,Hardacre,Gabrielle Hardacre,Female,23,Northern Ireland,Other,12.May.15,"$58,442.19"
100000521,Sonia,Vance,Sonia Vance,Female,23,England,Blue Collar,16.May.15,"$27,124.28"
300000525,Luke,Mathis,Luke Mathis,Male,23,Wales,Blue Collar,16.May.15,"$56,584.82"
300000531,Felicity,Vaughan,Felicity Vaughan,Female,23,Wales,White Collar,16.May.15,"$51,109.71"
300000539,Julia,Allan,Julia Allan,Female,23,Wales,Blue Collar,17.May.15,"$80,752.64"
400000557,Lisa,Buckland,Lisa Buckland,Female,23,Northern Ireland,Other,18.May.15,"$21,191.04"
200000684,Leonard,Nash,Leonard Nash,Male,23,Scotland,Blue Collar,26.May.15,"$57,918.09"
300000812,Natalie,Wallace,Natalie Wallace,Female,23,Wales,White Collar,05.Jun.15,"$46,151.71"
100000882,Piers,Simpson,Piers Simpson,Male,23,England,White Collar,15.Jun.15,"$13,049.38"
100000920,Steven,Hill,Steven Hill,Male,23,England,Other,19.Jun.15,"$50,104.04"
100000971,Peter,Young,Peter Young,Male,23,England,White Collar,22.Jun.15,"$28,959.80"
100001191,Oliver,Burgess,Oliver Burgess,Male,23,England,White Collar,13.Jul.15,"$85,965.79"
400001467,Ryan,Poole,Ryan Poole,Male,23,Northern Ireland,Blue Collar,31.Jul.15,"$106,836.00"
100001474,Lily,Cornish,Lily Cornish,Female,23,England,Blue Collar,01.Aug.15,"$2,092.59"
100001525,Justin,Watson,Justin Watson,Male,23,England,White Collar,06.Aug.15,"$40,230.42"
100001636,Steven,Sharp,Steven Sharp,Male,23,England,Other,15.Aug.15,"$5,257.22"
100001716,Boris,Turner,Boris Turner,Male,23,England,White Collar,23.Aug.15,"$66,040.46"
400001781,Irene,Chapman,Irene Chapman,Female,23,Northern Ireland,Other,25.Aug.15,"$82,229.10"
300001872,Alexander,Dyer,Alexander Dyer,Male,23,Wales,Blue Collar,31.Aug.15,"$68,184.25"
100001914,Adam,James,Adam James,Male,23,England,White Collar,05.Sep.15,"$38,866.87"
100001944,Sally,Greene,Sally Greene,Female,23,England,White Collar,07.Sep.15,"$17,247.70"
100002120,Fiona,Welch,Fiona Welch,Female,23,England,Other,18.Sep.15,"$42,510.95"
400002550,Lily,Baker,Lily Baker,Female,23,Northern Ireland,Other,10.Oct.15,"$55,821.07"
300002582,Sonia,Piper,Sonia Piper,Female,23,Wales,White Collar,12.Oct.15,"$65,640.07"
100002701,Heather,McLean,Heather McLean,Female,23,England,Other,20.Oct.15,"$20,148.51"
400002762,Abigail,Underwood,Abigail Underwood,Female,23,Northern Ireland,White Collar,23.Oct.15,"$27,314.43"
100002802,Diane,McGrath,Diane McGrath,Female,23,England,White Collar,26.Oct.15,"$13,772.70"
100002915,Deirdre,Abraham,Deirdre Abraham,Female,23,England,White Collar,30.Oct.15,"$5,965.14"
100002981,Sonia,Rutherford,Sonia Rutherford,Female,23,England,Other,02.Nov.15,"$16,418.92"
100003002,Tim,Forsyth,Tim Forsyth,Male,23,England,White Collar,03.Nov.15,$640.91
100003078,Piers,Pullman,Piers Pullman,Male,23,England,Other,09.Nov.15,"$4,588.12"
100003091,Kylie,Mackenzie,Kylie Mackenzie,Female,23,England,White Collar,10.Nov.15,"$24,384.59"
100003094,Andrea,Alsop,Andrea Alsop,Female,23,England,White Collar,10.Nov.15,"$133,589.87"
100003163,Theresa,Mathis,Theresa Mathis,Female,23,England,White Collar,14.Nov.15,"$23,220.99"
100003381,Julia,Churchill,Julia Churchill,Female,23,England,Other,27.Nov.15,"$5,434.22"
100003636,Anna,King,Anna King,Female,23,England,White Collar,10.Dec.15,"$44,620.56"
100003807,Boris,Hamilton,Boris Hamilton,Male,23,England,White Collar,19.Dec.15,"$68,508.87"
100003810,Alexandra,Davidson,Alexandra Davidson,Female,23,England,White Collar,19.Dec.15,"$47,114.15"
100003949,Harry,Poole,Harry Poole,Male,23,England,White Collar,26.Dec.15,"$117,946.76"
100003967,Sean,Hudson,Sean Hudson,Male,23,England,Blue Collar,27.Dec.15,"$7,211.67"
100000013,Ryan,MacDonald,Ryan MacDonald,Male,24,England,White Collar,12.Jan.15,"$40,781.63"
100000055,Cameron,Taylor,Cameron Taylor,Male,24,England,White Collar,12.Feb.15,"$4,912.21"
100000088,Jasmine,Piper,Jasmine Piper,Female,24,England,White Collar,16.Mar.15,"$71,571.52"
100000089,Michelle,Ellison,Michelle Ellison,Female,24,England,White Collar,16.Mar.15,"$42,409.89"
100000156,Charles,Roberts,Charles Roberts,Male,24,England,Other,05.Apr.15,"$36,256.20"
300000167,Cameron,Ross,Cameron Ross,Male,24,Wales,Blue Collar,05.Apr.15,"$19,064.65"
100000179,Dan,Metcalfe,Dan Metcalfe,Male,24,England,Blue Collar,06.Apr.15,"$52,862.29"
100000413,Boris,Burgess,Boris Burgess,Male,24,England,Blue Collar,08.May.15,"$38,590.44"
300000427,Dominic,Welch,Dominic Welch,Male,24,Wales,White Collar,09.May.15,"$65,526.26"
100000436,Bella,Hemmings,Bella Hemmings,Female,24,England,Other,10.May.15,"$77,908.67"
300000529,Amelia,Nolan,Amelia Nolan,Female,24,Wales,White Collar,16.May.15,"$51,952.49"
100000546,Donna,Johnston,Donna Johnston,Female,24,England,Blue Collar,18.May.15,"$10,816.33"
400000600,Nicola,Graham,Nicola Graham,Female,24,Northern Ireland,Other,19.May.15,"$33,611.35"
400000602,Molly,Hart,Molly Hart,Female,24,Northern Ireland,White Collar,19.May.15,"$63,070.39"
300000612,Emily,Ince,Emily Ince,Female,24,Wales,White Collar,20.May.15,"$16,637.73"
400000769,Jason,Walker,Jason Walker,Male,24,Northern Ireland,White Collar,31.May.15,"$78,004.29"
100000884,Lisa,Turner,Lisa Turner,Female,24,England,White Collar,15.Jun.15,"$38,243.22"
100000918,Deirdre,Nolan,Deirdre Nolan,Female,24,England,White Collar,19.Jun.15,"$41,988.65"
100001015,Nicholas,Poole,Nicholas Poole,Male,24,England,White Collar,28.Jun.15,"$5,880.85"
100001098,Chloe,Martin,Chloe Martin,Female,24,England,Blue Collar,06.Jul.15,"$77,514.08"
200001182,Thomas,Coleman,Thomas Coleman,Male,24,Scotland,Other,12.Jul.15,"$43,980.94"
100001239,Carolyn,Pullman,Carolyn Pullman,Female,24,England,White Collar,16.Jul.15,"$27,028.23"
100001373,Joshua,Abraham,Joshua Abraham,Male,24,England,White Collar,25.Jul.15,"$17,127.23"
100001564,Samantha,Bell,Samantha Bell,Female,24,England,White Collar,10.Aug.15,"$86,123.00"
100001647,Sean,Ince,Sean Ince,Male,24,England,Blue Collar,17.Aug.15,"$19,278.39"
400001683,Felicity,Vance,Felicity Vance,Female,24,Northern Ireland,Other,20.Aug.15,"$2,617.17"
200001838,Dominic,May,Dominic May,Male,24,Scotland,Other,29.Aug.15,"$10,369.95"
100001899,Lisa,Kerr,Lisa Kerr,Female,24,England,White Collar,03.Sep.15,"$71,148.77"
100001915,Wanda,Cornish,Wanda Cornish,Female,24,England,Other,05.Sep.15,"$3,140.85"
300001956,Kylie,Sharp,Kylie Sharp,Female,24,Wales,White Collar,07.Sep.15,"$55,926.46"
400002212,Lily,Rees,Lily Rees,Female,24,Northern Ireland,Other,23.Sep.15,"$66,857.45"
100002245,Thomas,Randall,Thomas Randall,Male,24,England,White Collar,24.Sep.15,"$52,872.53"
400002382,Audrey,Knox,Audrey Knox,Female,24,Northern Ireland,Other,29.Sep.15,$899.97
400002383,Amy,Fisher,Amy Fisher,Female,24,Northern Ireland,White Collar,29.Sep.15,"$17,347.52"
300002491,Emma,Campbell,Emma Campbell,Female,24,Wales,Blue Collar,06.Oct.15,"$16,527.00"
100002552,Megan,Churchill,Megan Churchill,Female,24,England,White Collar,11.Oct.15,"$27,806.65"
100002554,Dominic,Bailey,Dominic Bailey,Male,24,England,Blue Collar,11.Oct.15,"$5,396.97"
100002595,Wendy,Lee,Wendy Lee,Female,24,England,White Collar,13.Oct.15,"$2,590.60"
100002629,Matt,Poole,Matt Poole,Male,24,England,White Collar,15.Oct.15,"$56,070.28"
100002706,Amanda,Nash,Amanda Nash,Female,24,England,Other,20.Oct.15,"$92,201.51"
100002970,Dominic,Taylor,Dominic Taylor,Male,24,England,Blue Collar,01.Nov.15,"$21,601.11"
100002983,Amelia,Hill,Amelia Hill,Female,24,England,Blue Collar,02.Nov.15,"$55,477.57"
100003059,Lucas,Rutherford,Lucas Rutherford,Male,24,England,White Collar,08.Nov.15,"$35,939.96"
100003063,Carl,Martin,Carl Martin,Male,24,England,White Collar,08.Nov.15,"$24,875.64"
100003097,Claire,Ball,Claire Ball,Female,24,England,White Collar,10.Nov.15,"$93,329.94"
100003209,Boris,Quinn,Boris Quinn,Male,24,England,Other,16.Nov.15,"$57,099.28"
100003218,Max,Lee,Max Lee,Male,24,England,White Collar,17.Nov.15,"$16,721.96"
100003347,Jake,Gibson,Jake Gibson,Male,24,England,White Collar,25.Nov.15,"$2,111.51"
300003431,Diane,Springer,Diane Springer,Female,24,Wales,Blue Collar,28.Nov.15,"$18,858.69"
100003437,Una,Ogden,Una Ogden,Female,24,England,Other,29.Nov.15,"$54,218.79"
100003457,Anna,Mathis,Anna Mathis,Female,24,England,White Collar,30.Nov.15,"$97,846.35"
300003479,Ella,Henderson,Ella Henderson,Female,24,Wales,White Collar,01.Dec.15,"$17,649.52"
100003660,Jason,Coleman,Jason Coleman,Male,24,England,Blue Collar,11.Dec.15,"$123,346.44"
100003672,Anna,Poole,Anna Poole,Female,24,England,Other,12.Dec.15,"$17,946.83"
100003709,Matt,Hamilton,Matt Hamilton,Male,24,England,White Collar,14.Dec.15,"$25,781.13"
100003738,David,Brew,David Brew,Male,24,England,White Collar,15.Dec.15,"$65,072.93"
100003830,Faith,Scott,Faith Scott,Female,24,England,White Collar,20.Dec.15,"$59,597.09"
300003910,Joe,Gibson,Joe Gibson,Male,24,Wales,Other,23.Dec.15,"$7,552.50"
100000031,Megan,Bell,Megan Bell,Female,25,England,White Collar,28.Jan.15,"$38,889.76"
300000111,Sonia,Robertson,Sonia Robertson,Female,25,Wales,Other,16.Mar.15,"$70,799.64"
100000122,Jacob,Payne,Jacob Payne,Male,25,England,Other,31.Mar.15,"$3,738.10"
100000176,Wendy,Gill,Wendy Gill,Female,25,England,White Collar,06.Apr.15,"$27,384.85"
100000190,Vanessa,Avery,Vanessa Avery,Female,25,England,Other,08.Apr.15,"$58,714.66"
100000205,Anna,Lee,Anna Lee,Female,25,England,Blue Collar,12.Apr.15,"$79,603.36"
100000219,Alexander,Ince,Alexander Ince,Male,25,England,White Collar,14.Apr.15,"$31,660.86"
400000272,Rose,Blake,Rose Blake,Female,25,Northern Ireland,White Collar,17.Apr.15,"$48,997.63"
400000419,Alison,Kerr,Alison Kerr,Female,25,Northern Ireland,Other,08.May.15,"$1,905.46"
100000574,Dylan,Marshall,Dylan Marshall,Male,25,England,Other,19.May.15,"$8,518.46"
400000654,Simon,Lawrence,Simon Lawrence,Male,25,Northern Ireland,Other,23.May.15,$354.04
100000678,Victoria,Thomson,Victoria Thomson,Female,25,England,White Collar,26.May.15,$926.29
400000754,Emily,Clarkson,Emily Clarkson,Female,25,Northern Ireland,Other,30.May.15,"$16,380.24"
100000838,Felicity,MacLeod,Felicity MacLeod,Female,25,England,White Collar,10.Jun.15,"$130,797.71"
100000849,Lily,Gill,Lily Gill,Female,25,England,White Collar,11.Jun.15,"$2,703.33"
300000857,Sophie,Ince,Sophie Ince,Female,25,Wales,Blue Collar,12.Jun.15,"$15,700.14"
400000914,Anna,Randall,Anna Randall,Female,25,Northern Ireland,Blue Collar,18.Jun.15,"$149,698.12"
100000973,Julia,Avery,Julia Avery,Female,25,England,Other,23.Jun.15,"$86,275.31"
100001026,Fiona,Parr,Fiona Parr,Female,25,England,White Collar,29.Jun.15,"$22,598.74"
100001090,Brian,Metcalfe,Brian Metcalfe,Male,25,England,Other,06.Jul.15,"$44,277.62"
100001316,Simon,Rutherford,Simon Rutherford,Male,25,England,White Collar,22.Jul.15,"$123,865.36"
400001355,Neil,Baker,Neil Baker,Male,25,Northern Ireland,Other,23.Jul.15,"$44,575.02"
100001483,Samantha,Kerr,Samantha Kerr,Female,25,England,White Collar,02.Aug.15,"$5,834.39"
100001544,Wanda,Hill,Wanda Hill,Female,25,England,White Collar,08.Aug.15,"$45,618.61"
100001556,Anna,Rampling,Anna Rampling,Female,25,England,White Collar,09.Aug.15,"$66,105.55"
100001616,Sophie,Graham,Sophie Graham,Female,25,England,White Collar,14.Aug.15,"$42,773.90"
100001720,Deirdre,Alsop,Deirdre Alsop,Female,25,England,Blue Collar,23.Aug.15,"$47,846.97"
100001798,Tim,Turner,Tim Turner,Male,25,England,White Collar,27.Aug.15,"$11,186.61"
400001816,Emily,Alsop,Emily Alsop,Female,25,Northern Ireland,Other,27.Aug.15,"$29,644.65"
100001883,Adrian,Thomson,Adrian Thomson,Male,25,England,White Collar,01.Sep.15,"$78,020.29"
100002020,Irene,Dowd,Irene Dowd,Female,25,England,White Collar,12.Sep.15,"$54,930.04"
100002066,Samantha,Pullman,Samantha Pullman,Female,25,England,White Collar,15.Sep.15,"$21,738.25"
100002077,David,Harris,David Harris,Male,25,England,White Collar,16.Sep.15,"$2,126.90"
300002106,Rebecca,McLean,Rebecca McLean,Female,25,Wales,White Collar,17.Sep.15,"$74,812.05"
